#! FIELDS phi metad.bias der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  90
#! SET periodic_phi true
   -3.141592654   97.383356284   44.575649389
   -3.071779484  100.317145370   39.210125690
   -3.001966313  102.874913786   33.670717203
   -2.932153143  105.033466648   28.073896604
   -2.862339973  106.806011937   22.415973631
   -2.792526803  108.189355568   16.908569533
   -2.722713633  109.194689939   11.613837614
   -2.652900463  109.842570514    6.624584167
   -2.583087293  110.154559735    2.121303986
   -2.513274123  110.176184181   -1.704339811
   -2.443460953  109.961286283   -4.640618026
   -2.373647783  109.570050791   -6.604160211
   -2.303834613  109.071980054   -7.591761656
   -2.234021443  108.548650952   -7.402920290
   -2.164208272  108.065695399   -6.338864850
   -2.094395102  107.688472948   -4.344818403
   -2.024581932  107.475522508   -1.666728888
   -1.954768762  107.462868353    1.427474301
   -1.884955592  107.680952529    4.681156407
   -1.815142422  108.113662551    7.682297867
   -1.745329252  108.732224376   10.067539980
   -1.675516082  109.490692398   11.423601745
   -1.605702912  110.286072418   11.358891366
   -1.535889742  111.025081246    9.622920469
   -1.466076572  111.585564969    6.260942400
   -1.396263402  111.855087760    1.390258581
   -1.326450232  111.737578597   -4.488108267
   -1.256637061  111.193725850  -11.027070140
   -1.186823891  110.186202016  -17.518427255
   -1.117010721  108.744332477  -23.427254302
   -1.047197551  106.915839104  -28.511032048
   -0.977384381  104.784381711  -32.469068453
   -0.907571211  102.415212267  -35.255633322
   -0.837758041   99.877975979  -37.007852680
   -0.767944871   97.254624131  -37.951169787
   -0.698131701   94.586139043  -38.343638444
   -0.628318531   91.913892339  -38.153312185
   -0.558505361   89.270439276  -37.360533379
   -0.488692191   86.714954910  -35.734456071
   -0.418879020   84.302995186  -33.211162697
   -0.349065850   82.100263137  -29.611217224
   -0.279252680   80.202321789  -24.706085277
   -0.209439510   78.678223995  -18.709622622
   -0.139626340   77.618506383  -11.743166953
   -0.069813170   77.057936574   -4.154852215
    0.000000000   77.036830893    3.583556332
    0.069813170   77.539972520   11.041027446
    0.139626340   78.560494363   17.933139874
    0.209439510   80.022842228   23.951271877
    0.279252680   81.875565498   28.863398637
    0.349065850   84.031733273   32.662855857
    0.418879020   86.411357973   35.378427685
    0.488692191   88.939822114   36.962410049
    0.558505361   91.537586752   37.402901989
    0.628318531   94.126062842   36.696379092
    0.698131701   96.617180790   34.618753502
    0.767944871   98.913062201   31.160186339
    0.837758041  100.914592071   26.155384405
    0.907571211  102.522096940   19.701777873
    0.977384381  103.619404709   11.806907624
    1.047197551  104.128543286    2.702818057
    1.117010721  103.973843999   -7.296633584
    1.186823891  103.091319289  -17.795320026
    1.256637061  101.478998219  -28.417860017
    1.326450232   99.126413292  -38.699689681
    1.396263402   96.090816843  -48.196897269
    1.466076572   92.430903703  -56.415053111
    1.535889742   88.256901053  -62.947340004
    1.605702912   83.694367239  -67.417122814
    1.675516082   78.891856593  -69.452040431
    1.745329252   74.052954868  -68.790605330
    1.815142422   69.358269162  -65.271287898
    1.884955592   65.011445002  -58.947623505
    1.954768762   61.194651044  -49.951006866
    2.024581932   58.088487913  -38.749453000
    2.094395102   55.829762071  -25.833720690
    2.164208272   54.510737826  -11.827288140
    2.234021443   54.185519114    2.434802012
    2.303834613   54.833760643   16.211067397
    2.373647783   56.411272367   28.822208008
    2.443460953   58.815243356   39.715057609
    2.513274123   61.917264754   48.599029187
    2.583087293   65.550095117   55.200640403
    2.652900463   69.572454709   59.513873373
    2.722713633   73.816008848   61.649926927
    2.792526803   78.138417466   61.896443864
    2.862339973   82.412409656   60.461302351
    2.932153143   86.548433356   57.712966396
    3.001966313   90.464345082   54.018426040
    3.071779484   94.091753383   49.588865196
