#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  51
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  27
#! SET periodic_psi true
   -3.141592654   -3.141592654  -89.562781350  -48.747915015   17.780812406
   -3.018392942   -3.141592654  -94.840027312  -36.778775634   17.973133449
   -2.895193230   -3.141592654  -98.603646109  -24.378666903   18.019493778
   -2.771993518   -3.141592654 -100.881474339  -12.870866158   18.097116301
   -2.648793806   -3.141592654 -101.849664684   -3.226329839   18.374023057
   -2.525594094   -3.141592654 -101.775674145    4.022798285   18.936072343
   -2.402394382   -3.141592654 -100.958834353    8.815610865   19.736007443
   -2.279194670   -3.141592654  -99.685587039   11.482617629   20.620690881
   -2.155994958   -3.141592654  -98.196291113   12.373147841   21.436421588
   -2.032795246   -3.141592654  -96.687347737   11.829419750   22.140148274
   -1.909595535   -3.141592654  -95.311661367   10.324344551   22.838529830
   -1.786395823   -3.141592654  -94.141429881    8.626520860   23.749772339
   -1.663196111   -3.141592654  -93.128922061    7.987434345   25.135810047
   -1.539996399   -3.141592654  -92.060234714    9.717758547   27.240694067
   -1.416796687   -3.141592654  -90.580810728   14.754015056   30.218624712
   -1.293596975   -3.141592654  -88.269772823   23.155968280   34.023753295
   -1.170397263   -3.141592654  -84.758916965   34.004090646   38.335355066
   -1.047197551   -3.141592654  -79.842708754   45.627218500   42.539548340
   -0.923997839   -3.141592654  -73.547536707   56.098725279   45.834644720
   -0.800798127   -3.141592654  -66.128352582   63.645160104   47.451824098
   -0.677598415   -3.141592654  -58.023097905   67.061307434   46.867400231
   -0.554398704   -3.141592654  -49.783886672   65.770890024   43.928362015
   -0.431198992   -3.141592654  -42.005974313   59.601873617   38.841568847
   -0.307999280   -3.141592654  -35.284733010   48.635364716   32.026818737
   -0.184799568   -3.141592654  -30.191817984   33.264248305   23.952801023
   -0.061599856   -3.141592654  -27.225209027   14.301366183   15.029798394
    0.061599856   -3.141592654  -26.743499125   -6.773493265    5.648310992
    0.184799568   -3.141592654  -28.882043499  -27.839961108   -3.694516271
    0.307999280   -3.141592654  -33.486827225  -46.366765409  -12.309496810
    0.431198992   -3.141592654  -40.086793779  -59.822400437  -19.371746165
    0.554398704   -3.141592654  -47.923003329  -66.150553518  -24.139645598
    0.677598415   -3.141592654  -56.028364048  -64.063042624  -26.218911877
    0.800798127   -3.141592654  -63.342798922  -53.343965195  -25.709278480
    0.923997839   -3.141592654  -68.861252050  -35.246711527  -23.168425519
    1.047197551   -3.141592654  -71.836791303  -12.663229653  -19.418676794
    1.170397263   -3.141592654  -71.963391911   10.275122869  -15.307281502
    1.293596975   -3.141592654  -69.464899699   29.336875437  -11.506239815
    1.416796687   -3.141592654  -65.015199975   41.652357395   -8.397624693
    1.539996399   -3.141592654  -59.510145760   46.528022476   -6.052995789
    1.663196111   -3.141592654  -53.814965301   45.015543897   -4.314047681
    1.786395823   -3.141592654  -48.613709347   38.743277278   -2.907172641
    1.909595535   -3.141592654  -44.418264577   28.754360668   -1.548674836
    2.032795246   -3.141592654  -41.662833154   15.367802042    0.000716041
    2.155994958   -3.141592654  -40.759290106   -1.211430793    1.916101839
    2.279194670   -3.141592654  -42.045380987  -19.916369603    4.278426165
    2.402394382   -3.141592654  -45.652261441  -38.459608293    7.016634220
    2.525594094   -3.141592654  -51.383849321  -53.957055955    9.892417115
    2.648793806   -3.141592654  -58.713358055  -64.088492744   12.573483088
    2.771993518   -3.141592654  -66.904690951  -67.892885667   14.762050177
    2.895193230   -3.141592654  -75.190339764  -65.757580292   16.321666159
    3.018392942   -3.141592654  -82.908600486  -58.884829285   17.284016323

   -3.141592654   -2.908882087  -84.267880660  -48.351184910   26.834699240
   -3.018392942   -2.908882087  -89.538059443  -36.998402851   26.724911147
   -2.895193230   -2.908882087  -93.344923651  -24.789461310   26.327111962
